,index,Book,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Author,Image,Year,Description,Buy,max_val,max_col
173,173,More Than He Can Handle,0.062901571,0,0,0,0,0,0,0,0,0,0.013638293,0.826401651,0,0,0,0,0.053224754,0,0.02488485,0.015733851,0,0,0,0,0,Cheris Hodges,https://m.media-amazon.com/images/I/41LN48XPfwL.jpg,2010,"He's One Mistake She Plans To Forget...

As maid-of-honor to a friend who's gone Bridezilla, Winfred 'Freddie' Barker is dealing with minute-to-minute drama from her crazy-extravagant wedding. So when the ceremony is over and the reception starts heating up, Freddie blows off steam with a little champagne--and a lot of the best man, Cleveland Alexander. It was definitely going to be just a one-night fling, 'cause no woman in her right mind would fall for that man's arrogant, self-centered self, no matter how caramel-fine he is...

She's The One Woman He Can't Live Without...

As a hard-core bachelor, Cleveland Alexander was strictly all about beddin' and forgettin'. And the only reason he let Ms. Winfred Barker call his bluff was to put her stuck-up attitude in check. But once he sees how complicated and caring she really is, he'll do anything to help solve her problems--and convince her that the love between them is a lifetime of real.",https://www.amazon.com/More-Handle-Dafina-Contemporary-Romance-ebook/dp/B0041OT94O/ref=sr_1_1?dchild=1&keywords=Cheris+Hodges+More+than+he+can+handle&qid=1615952424&s=digital-text&sr=1-1,0.826401651,11
174,174,A Wrong Turn Towards Love,0.173210144,0,0,0,0,0,0,0.260494977,0,0,0,0,0,0,0,0,0.045028243,0,0.147470042,0.292576998,0,0,0,0.074227996,0,Pepper Pace,https://m.media-amazon.com/images/I/5116Ax5UlpL.jpg,2014,"A darkly comedic adventure befalls a lone black woman that takes a wrong turn, which leads to murder, the Klan and a big sexy mountain man named Bodie. This short story first appeared in Seduction; An Interracial Romance Anthology. Warning; graphic depictions include sex and language of racism.",https://www.amazon.com/Wrong-Turn-Towards-Love-ebook/dp/B00J19Y7GY/ref=sr_1_1?dchild=1&keywords=Pepper+Pace+A+wrong+turn+toward+love&qid=1616026825&sr=8-1,0.292576998,19
175,175,The Edge of Midnight,0.539716721,0,0,0,0,0,0,0.012311012,0,0,0,0.164990187,0,0,0,0,0.200444818,0,0,0,0.061956715,0,0,0,0,Beverly Jenkins,https://m.media-amazon.com/images/I/51B3UUHS3rL._AC_UY218_.jpg,2007,"Sarita Grayson is desperate. That's the only explanation for her late night rendezvous with a bag of stolen diamonds. But then a handsome stranger stands between her and a clean getaway. In the struggle for freedom, she accidentally shoots him.

Mykal Chandler, head of a covert government agency NIA, can't believe he's been shot. He's shocked, he's furious, but he's also attracted to this sassy woman. Unfortunately, Sarita has stumbled unto a smuggling plot and he'll need to protect her, even if he has to kidnap her to do it. But Sarita isn't one to go quietly into the night...",https://www.goodreads.com/book/show/347336.The_Edge_of_Midnight?from_search=true&from_srp=true&qid=CdfdYu5XPp&rank=1,0.539716721,0
176,176,Mangoes and Mistletoe: A Foodie Holiday Novella,0,0,0,0,0.019541286,0,0.686735272,0.026120707,0,0,0.119039156,0,0,0.011138477,0,0,0.081334941,0,0,0.032210894,0,0,0,0,0,Adriana Herrera,https://m.media-amazon.com/images/I/41QXe1o8TuL.jpg,2019,"Kiskeya Burgos left the tropical beaches of the Dominican Republic with a lot to prove. As a pastry chef on the come up, when she arrives in Scotland, she has one goal in mind: win the Holiday Baking Challenge. Winning is her opportunity to prove to her family, her former boss, and most importantly herself, she can make it in the culinary world. Kiskeya will stop at nothing to win, that is, if she can keep her eyes on the prize and off her infuriating teammate's perfect lips.

Sully Morales, home cooking hustler, and self-proclaimed baking brujita lands in Scotland on a quest to find her purpose after spending years as her family's caregiver. But now, with her home life back on track, it's time for Sully to get reacquainted with her greatest love, baking. Winning the Holiday Baking Challenge is a no brainer if she can convince her grumpy AF baking partner that they make a great team both in and out of the kitchen before an unexpected betrayal ends their chance to attain culinary competition glory.",https://www.amazon.com/Mangos-Mistletoe-Foodie-Holiday-Novella-ebook/dp/B081135L42/ref=sr_1_1?dchild=1&keywords=adriana+herrera+mangoes+and+mistletoe&qid=1615934091&s=books&sr=1-1,0.686735272,6
177,177,Bending the Rules,0,0,0,0,0,0,0.593979478,0.03140894,0,0,0,0.085242338,0,0,0.011467308,0,0.150322333,0,0.106681533,0,0,0,0,0,0,Christina C. Jones,https://m.media-amazon.com/images/I/51oVjRS5YUL.jpg,2016,"Justin and Toni were friends.

Besties, with a whole list of life rules developed over a friendship that started when they were kids. As long as they stuck to the rules, even when they blended a business relationship into the friendship, things went off without a hitch.

But then one of them broke the rules - It was Justin. Justin broke the rules- and Toni has been mad about it ever since.

She's spent the last several years traveling the globe to cultivate her business, but now she's back in town. Her only goals? Help her parents with Mr. Bestseller's signing at the store, help them pack up their house to sell, and get out of town without too much interaction with her former best friend.

Mr. Bestseller has different goals.

He broke the rules - no getting around that, and he's not trying to. His main goal now that Toni is finally home is to get her to hear him out... and get his friend back.

Neither of them anticipated that the rift in their relationship would be the catalyst for seeing each other in a whole different light. But now that they do, they're wondering if it may be time to make some amendments to those rules.",https://www.amazon.com/Bending-Rules-Wright-Brothers-Book-ebook/dp/B01N046F8F/ref=sr_1_1?dchild=1&keywords=Christina+C.+Jones+Bending+the+rules&qid=1615952945&s=digital-text&sr=1-1,0.593979478,6
178,178,Proposal for Love,0,0,0,0.129870757,0,0,0.021556552,0.045918614,0,0,0,0.458971351,0,0,0,0,0.3085168,0,0,0.020924671,0,0,0,0,0,Sharon C. Cooper,https://m.media-amazon.com/images/I/51eJhrXMOML._SY346_.jpg,2017,"Nathaniel Jenkins-Moore never allows romantic entanglements to get in the way of running Jenkins & Sons Construction. That is until the woman who ripped out his heart crashes back into his life. She wants to leave the past in the past, and though Nate knows a thing or two about rebuilding strong foundations, her betrayal still haunts him. He can't forget. He won't forgive. She can't be trusted. But why does his heart still beat double-time whenever she's near?

Liberty Stewart has been living a lie. Masking her shredded self-esteem and trying to overcome the emotional torment inflicted by her abusive ex-husband, she's ready to rebuild her life. But just when she thinks she's on track, her current assignment brings her face to face with the only man she's ever truly loved--Nate. Too bad he hates her. Liberty knows she did Nate wrong, and getting him to trust her again might be impossible, but neither of them can deny the attraction that still runs deep.

Is the burning passion they share enough to get their troubled hearts to finally beat as one? Or is the hurt too deep for a happily ever after?

Proposal for Love is book 2 in the Jenkins & Sons Construction series.",https://www.amazon.com/Proposal-Love-Jenkins-Sons-Construction-ebook/dp/B076DGGQT5/ref=sr_1_2?dchild=1&keywords=Sharon+C.+Cooper+Proposal+for+Love&qid=1616021455&sr=8-2,0.458971351,11
179,179,"New Year, New We",0,0,0,0,0.039917804,0,0.637256086,0,0,0,0,0.126895815,0,0,0,0,0,0,0,0.151372477,0.033129469,0,0,0,0,Katrina Jackson,https://m.media-amazon.com/images/I/51onUQ71LJL._SY346_.jpg,2019,"Kierra has been in the honeymoon period with Monica and Lane for a few months. But as the year comes to a close she is confronted with questions she can't answer alone, because she's not an island anymore. Is this temporary? Do they love her as much as she loves them? Is there room for one more? In this New Year's interlude, check in on this polyamorous triad as they make their way carefully from lust to love. With still a lot of lust.

New Year, New We is an interlude in The Spies Who Loved Her series. These erotic romantic suspense stories are about sexy secret agents and the civilians who bring them to their knees.",https://www.amazon.com/New-Year-Spies-Loved-Book-ebook/dp/B07MJ7HBZ7/ref=sr_1_2?dchild=1&keywords=Katrina+Jackson+New+Year%2C+New+We&qid=1615956752&sr=8-2,0.637256086,6
180,180,A Reunion of Rivals,0,0,0,0.052439887,0,0,0.059021246,0,0,0,0,0.042974249,0,0,0,0,0.733600497,0,0,0.105432689,0,0,0,0,0,Reese Ryan,https://m.media-amazon.com/images/I/41qf1-HL5DL.jpg,2020,"Sparks in the boardroom and the bedroom! Indulge in this sexy workplace reunion romance from Reese Ryan, part of The Bourbon Brothers series.

She can't let anything derail her passion project, not even a second chance with the sexiest man alive...

The deal that could bring Quinn Bazemore's career back from the brink has one catch: she must partner up with her ex-lover Max Abbott. Quinn can't forget the pleasure-filled summer they shared. But now she's butting heads over business strategy with the mouthwatering marketing VP, even as their reawakened desire threatens to expose her deepest secrets...",https://www.amazon.com/Reunion-Rivals-Bourbon-Brothers-Book-ebook/dp/B082WGW5CV/ref=sr_1_1?dchild=1&keywords=Reese+Ryan+A+Reunion+of+Rivals&qid=1616025237&sr=8-1,0.733600497,16
181,181,My Kind of Girl,0,0,0,0,0,0,0,0.874838233,0,0,0,0.102099724,0,0,0,0,0.020031415,0,0,0,0,0,0,0,0,Candace Shaw,https://m.media-amazon.com/images/I/51T6-By6gPL.jpg,2014,"Dr. Sean Arrington loves his family, patients, and the ladies. With no interest in settling down with one woman, he dates women--who like him--just want to have fun with no commitment and no strings attached--unless they like being tied up. Literally. However, when he lands his eyes on the cute-dimpled, quirky botanist Traci Reed, something tugs at his heart and he figures rules can be broken.

Traci has been infatuated with the rivetingly handsome bad boy since his mother showed her Sean's picture a few years ago. When he asks her to design the gardens in his backyard, Traci can't refuse. After they share a heated first kiss, she can't believe Sean actually has feelings for her. She's drawn to his smooth charisma and intellect; however, she's cautious for she knows he prefers his bachelor lifestyle. Can Sean prove to Traci she's his kind of girl after all?",https://www.amazon.com/Kind-Girl-Arrington-Family-Book-ebook/dp/B00RMB0DLG/ref=sr_1_1?dchild=1&keywords=Candace+Shaw+My+Kind+of+Girl&qid=1616024880&sr=8-1,0.874838233,7
182,182,Guilty Pleasure,0,0,0,0.803502202,0,0,0,0,0,0,0,0.075303338,0,0,0,0,0.073061839,0,0,0.040532906,0,0,0,0,0,Brenda Jackson,https://m.media-amazon.com/images/I/51fNzEiB1RL.jpg,2017,"She is his guiltiest pleasure...

Dr. Cohen Carlson knows all about temptation. Twice before, he'd given in when Dee Lewis, his younger sister's best friend, decided to seduce him. But he can't let it happen again. As much as he wants her, he knows he can't give Dee the love she wants, the love she deserves. He went down that road once before, and the pain left a deep scar. He refuses to give love another try. Not even for Dee.

Dee has loved Cohen forever. As far as she's concerned, he's her soulmate. So why is he retreating? Once she finds out his reasons for holding back, she's determined to prove to him that he can trust her with his heart. What's her plan? To drive him so crazy, he'll have no choice but to seduce her! It's sure to work. After all, they say that three time's a charm...",https://www.amazon.com/GUILTY-PLEASURE-STEELE-FAMILY-Book-ebook/dp/B072C6ZSKB/ref=sr_1_1?dchild=1&keywords=Brenda+Jackson+Guilty+pleasure&qid=1615945509&s=digital-text&sr=1-1,0.803502202,3
183,183,A Lover's Vow,0,0,0,0.898080826,0,0,0.02568542,0,0,0,0,0.0601294,0,0,0,0,0,0,0,0,0,0,0,0,0,Brenda Jackson,https://m.media-amazon.com/images/I/51SkvtzYduL.jpg,2015,"She's all he's ever wanted. He's everything she'll ever need.

Business mogul Dalton Granger is as passionate as he is gorgeous, but private investigator Jules Bradford won't give him the time of day. She knows all about the youngest Granger brother--a charming bad boy whose only interest is playing the field.

But Dalton is more complicated than that, and he's determined to show Jules that behind all the bravado is the honest heart of a devoted son, brother... and a man whose own life is in peril.

Jules is the only person who can protect Dalton, and they embark on a mission to save his family and his legacy. But when their late nights in the office turn into early mornings in the bedroom, Jules and Dalton soon realize they have more at stake than they ever imagined.",https://www.amazon.com/Lovers-Vow-Grangers-Book-ebook/dp/B00PQIDTTU/ref=sr_1_1?dchild=1&keywords=Brenda+Jackson+A+lovers+vow&qid=1615945087&s=digital-text&sr=1-1,0.898080826,3
184,184,Material Girl,0,0,0,0,0,0,0,0,0,0,0,0.054209314,0,0,0,0,0.023045518,0,0.915649474,0,0,0,0,0,0,Keisha Ervin,https://m.media-amazon.com/images/I/51Lixd-W-PL._SY346_.jpg,2010,"Dylan Monroe is the kind of chick females love to hate, but children and dogs mysteriously adore. She's a material girl, living in a material world filled with diamonds, furs, limousines, celebrities, and private planes. To the world, she has it all, but behind closed doors, she has nothing. Almost bankrupt, she finds solace with State, a wealthy entrepreneur with a heart of steel, the man who breaks her heart time and time again. When State leaves her heart in shambles, she turns to Angel, her best friend's brother. She's had a secret crush on him for years. Swept off her feet by her new love, but still mending from the pain of the old one, Dylan finds herself caught up in a web of lies, lust, love, and betrayal. National bestselling author Keisha Ervin delivers a sophisticated love story filled with laughter, witty banter... and excessive shopping!",https://www.amazon.com/gp/product/B004ELAH8G?ref_=dbs_m_mng_rwt_calw_tkin_0&storeType=ebooks,0.915649474,18
185,185,Real Men Knit,0,0,0,0,0,0,0.268088162,0.033694126,0,0,0,0.063659206,0,0,0.036860246,0.011651782,0.317482382,0,0.034663606,0.220038429,0,0,0,0,0,Kwana Jackson,https://m.media-amazon.com/images/I/91-9WnEfR4L._AC_UY218_.jpg,2020,"When their foster-turned-adoptive mother suddenly dies, four brothers struggle to keep open the doors of her beloved Harlem knitting shop.
 
 Jesse Strong is known for two things: his devotion to his adoptive mom, Mama Joy, and his reputation for breaking hearts. When Mama Joy unexpectedly passes away, he and his brothers have different plans for what to do with Strong Knits, their neighborhood knitting store. Jesse wants to keep the store open. His brothers want to tie off loose ends and close shop....
 
 Part-time shop employee Kerry Fuller has kept her crush on Jesse a secret. When she overhears his impassioned plea to his brothers to keep the knitting shop open, she volunteers to help. Unlike Jesse, Kerry knows the ""knitty-gritty"" of the business, and together they make plans to reinvent Strong Knits for a new generation.
 
 But the more time they spend together, the stronger the chemistry builds between them. Kerry, knowing Jesse's history, doesn't believe their relationship can last longer than she can knit one, purl two. But Jesse is determined to prove to her that he can be the man for her forever and always. After all, real men knit.",https://www.amazon.com/Real-Men-Knit-Kwana-Jackson-ebook/dp/B07WYVBR5V/ref=sr_1_1?dchild=1&keywords=real+men+knit&qid=1615949974&s=digital-text&sr=1-1,0.317482382,16
186,186,Royal Holiday,0.047318861,0,0,0,0,0,0.113931209,0,0,0,0,0,0,0.29227978,0,0.056202721,0.387686431,0,0,0.024607547,0.077836312,0,0,0,0,Jasmine Guillory,https://m.media-amazon.com/images/I/51+Qdlk++QL._SY346_.jpg,2019,"Vivian Forest has been out of the country a grand total of one time, so when she gets the chance to tag along on her daughter Maddie's work trip to England to style a royal family member, she can't refuse. She's excited to spend the holidays taking in the magnificent British sights, but what she doesn't expect is to become instantly attracted to a certain private secretary, his charming accent, and unyielding formality.

Malcolm Hudson has worked for the Queen for years and has never given a personal, private tour--until now. He is intrigued by Vivian the moment he meets her and finds himself making excuses just to spend time with her. When flirtatious banter turns into a kiss under the mistletoe, things snowball into a full-on fling.

Despite a ticking timer on their holiday romance, they are completely fine with ending their short, steamy affair come New Year's Day... or are they?",https://www.amazon.com/Royal-Holiday-Jasmine-Guillory-ebook/dp/B07PBPFW1J/ref=sr_1_4?dchild=1&keywords=Jasmine+Guillory+Party+of+two&qid=1615956450&sr=8-4,0.387686431,16
187,187,Party of Two,0,0,0,0,0,0,0.085346885,0,0,0,0,0.025214113,0,0.494890153,0.068529844,0,0.306606561,0,0,0,0,0,0,0,0,Jasmine Guillory,https://m.media-amazon.com/images/I/51FwkQojA2L.jpg,2020,"Dating is the last thing on Olivia Monroe's mind when she moves to LA to start her own law firm. But when she meets a gorgeous man at a hotel bar and they spend the entire night flirting, she discovers too late that he is none other than hotshot junior senator Max Powell. Olivia has zero interest in dating a politician, but when a cake arrives at her office with the cutest message, she can't resist--it is chocolate cake, after all.

Olivia is surprised to find that Max is sweet, funny, and noble--not just some privileged white politician, as she assumed him to be. Because of Max's high-profile job, they start seeing each other secretly, which leads to clandestine dates and silly disguises. But when they finally go public, the intense media scrutiny means people are now digging up her rocky past and criticizing her job, even her suitability as a trophy girlfriend. Olivia knows what she has with Max is something special, but is it strong enough to survive the heat of the spotlight?",https://www.amazon.com/Party-Two-Jasmine-Guillory-ebook/dp/B081Y3TT9C/ref=sr_1_2?dchild=1&keywords=Jasmine+Guillory+Party+of+two&qid=1615956327&sr=8-2,0.494890153,13
188,188,Me and My Boyfriend,0,0,0,0,0,0,0,0.043718919,0,0,0,0,0,0,0,0,0,0,0.946688771,0,0,0,0,0,0,Keisha Ervin,https://m.media-amazon.com/images/I/51qCJvOr36L.jpg,2000,"All I Need In This Life of Sin is Me & My Boyfriend.' Here comes a honey colored, hazel-green eyed St. Louis bombshell named Meesa. With money in the bank, designer clothes in her closet and true friends by her side, Meesa still longs for more. All of her life she's wanted for one thing and one thing only, love. When she meets the infamous Black, a street pharmacist from the North side of The Lou, finally love is in her grasp. Follow Meesa and Black, this century's new notorious Bonnie and Clyde, through the roller coaster ride that their tight to death relationship brings. From ups, downs, love, hate, lies, abuse and murder, they go through it all. Like the saying goes: everything that looks good to you ain't always good for you. But in the end, love always conquers all... doesn't it?",https://www.amazon.com/Me-My-Boyfriend-Keisha-Ervin-ebook/dp/B00AMNM288/ref=sr_1_1?dchild=1&keywords=Keisha+Ervin+Me+and+my+boyfriend&qid=1616004468&s=digital-text&sr=1-1,0.946688771,18
189,189,Bane,0,0,0,0.846749902,0,0,0.013913884,0,0,0,0,0.072297953,0,0,0,0,0,0,0,0,0.024020502,0,0,0.029715274,0,Brenda Jackson,https://m.media-amazon.com/images/I/514xgrorl2L.jpg,2015,"After five years, navy SEAL Brisbane Westmoreland is back home and ready to reclaim the woman he left behind. He won't let anyone--his family or hers--stand in the way of his mission. But Crystal Newsome's nowhere to be found. When he hires a private investigator to track her to Dallas, Bane's in for a shock.

Crystal Newsome isn't ready to forgive Bane for saying he loved her then vanishing from her life. He can't just expect her to be at his beck and call, picking up where they left off like nothing happened. But no matter how much she hates to admit it, right now the beautiful chemist needs his protection. Her life is under threat after her lab made a revolutionary discovery that could fall into the wrong hands, and Crystal has nowhere else to turn. As Bane settles in to ensure her safety, their irresistible chemistry takes over once again. But can Bane keep Crystal safe and convince her they can have the second chance they both deserve?",https://www.amazon.com/Bane-Westmorelands-Book-Brenda-Jackson-ebook/dp/B00Y2PCK5W/ref=sr_1_2?dchild=1&keywords=Brenda+Jackson+Bane&qid=1615945155&s=digital-text&sr=1-2,0.846749902,3
190,190,His Secret Son,0,0,0,0.96362108,0,0,0,0,0,0,0,0.017336516,0,0,0,0,0.018765733,0,0,0,0,0,0,0,0,Brenda Jackson,https://m.media-amazon.com/images/I/51qnlOwr6OL._SY346_.jpg,2017,"Three nights with a Texan... and one pregnancy surprise! Only from New York Times bestselling author Brenda Jackson!

The Texas rancher and navy SEAL who fathered Bristol Lockett's son died a hero's death...or so she was told. Yet when Laramie 'Coop' Cooper strolls into her exhibit at an art gallery three years later, he's very much alive--and still making her pulse zing. The all-consuming chemistry between them is as undeniable now as it was then, but Bristol won't risk her heart--or their son's. Little does Bristol know he's determined to win over his unexpected family at any cost!",https://www.amazon.com/Secret-Westmoreland-Legacy-Book-2557-ebook/dp/B071Z67CZJ/ref=sr_1_1?dchild=1&keywords=Brenda+Jackson+His+secret+son&qid=1615945565&s=digital-text&sr=1-1,0.96362108,3
191,191,His Loving Caress,0,0,0,0,0,0,0,0.677200615,0,0,0.018672829,0.18931438,0,0,0,0,0.112684824,0,0,0,0,0,0,0,0,Candace Shaw,https://m.media-amazon.com/images/I/517W65Qe20L.jpg,2016,"Hearts in harmony?

Instead of falling apart when her childhood sweetheart chose his music career over marriage, Elle Lauren fled to Paris to study fashion design. Her stunning wedding gowns now give other brides the happily-ever-after she didn't have. Ignoring Braxton Chase's long-distance apologies has been easy. But meeting him once more stirs the deep longings and desires that a decade has not erased.

Braxton walked away from the pressure to marry at a young age, and he's regretted breaking Elle's heart ever since. From the moment he sees her again at his Atlanta jazz club, he knows he wants more than forgiveness--he wants a second chance at the body-and-soul connection that they once had. Can he convince her to trust the sweet, seductive melody of their lost love?",https://www.amazon.com/Loving-Caress-Chasing-Love-Book-ebook/dp/B017RLYK1E/ref=sr_1_1?dchild=1&keywords=Candace+Shaw+His+Loving+Caress&qid=1616024820&sr=8-1,0.677200615,7
192,192,Cooking Up Love,0,0,0,0,0,0,0,0.761835814,0,0,0.151122913,0.062191028,0,0.012424686,0,0,0.012285952,0,0,0,0,0,0,0,0,Candace Shaw,https://m.media-amazon.com/images/I/51KiDSR5sYL.jpg,2012,"What happens when a suave, handsome chef meets a cute, sassy food critic?

When Shelbi Arrington accepts a position as a food critic in the hopes of burying her medical career and foregoing her residency, the last thing she's searching for is love. However, that's just what the doctor ordered especially when she lays eyes on the handsome chef, Justin Richardson. While sorting out her secret conflict of continuing her medical career, she falls for his mouth-watering charm, leaving her hungry for anything he has to offer.

Justin is leery of doctors because a doctor's negligence caused his mother's death when he was twelve. He has put his focus and energy into his restaurant, which had been a dream he and his mother shared. Justin is immediately smitten by the cute, sassy food critic that has him cooking up different ways to please her appetite. But when things start to heat up, Shelbi learns of a shocking revelation that could extinguish the flame of their relationship. Will Justin be able to forget his pain and commit to the woman who has stolen his heart?

Cooking Up Love is the first book in the Arrington Family Series.",https://www.amazon.com/Cooking-Love-Arrington-Family-Book-ebook/dp/B007ZDDNE0/ref=sr_1_3?dchild=1&keywords=Candace+Shaw+The+Game+of+Seduction&qid=1616025045&sr=8-3,0.761835814,7
193,193,Private Eye,0,0,0,0,0.024373511,0,0.754605174,0.022435591,0,0,0,0.131345928,0,0,0,0,0,0,0.014053356,0.041689035,0,0,0,0,0,Katrina Jackson,https://m.media-amazon.com/images/I/41EyFfEBj2L._SY346_.jpg,2019,"Every Thursday night Kenny logs into Maya's camroom for a private, steamy session that leaves them both giddy, breathless and hungry for more. Their online relationship is complicated. She's a sex worker and he's her client. He's a spy and she was once his surveillance subject. Technically there are only two degrees of separation between them, but only Kenny knows that. What works online could never work in the real world, right? That's why they have to hide - even from each other - that their feelings run much deeper than they should.

When Kenny finally gets the chance to train under Monica, this career-defining opportunity comes with a catch: he has to tell Maya who he is and confess his deception, because the spies need her help to bring down an international arms ring.

Maya is heartbroken to find out that Kenny has been deceiving her for months. She struggles to reconcile the man she used to fantasize about and the one in front of her. But she agrees to help him for one reason: she needs the money. Or at least that's what she tells herself.

The entire mission hinges on the two being a believable couple in Maya's camroom to lure an Albanian mobster into a trap. In the process, they find that their online connection is even stronger offline. But is it strong enough to keep them alive when they have to walk into the mobster's lair and put on the performance of their lives?

Private Eye is the second book in The Spies Who Loved Her series. These erotic romantic suspense novels are about sexy secret agents and the civilians who bring them to their knees.

content warnings

graphic depictions of violence (shooting death)
graphic depictions of bodily harm
a racial epithet",https://www.amazon.com/Private-Eye-Spies-Loved-Book-ebook/dp/B07MLXQT2X/ref=sr_1_1?dchild=1&keywords=Katrina+Jackson+Private+Eye&qid=1615956904&sr=8-1,0.754605174,6
194,194,Still the Best Woman for the Job,0,0,0,0.109126203,0.01820139,0,0,0,0,0,0,0.706783593,0,0,0,0,0.066427581,0,0.019937329,0.078753524,0,0,0,0,0,Sharon C. Cooper,https://m.media-amazon.com/images/I/51gasrX8UdL._SY346_.jpg,2013,"Joint heir to the largest construction company in the state of Ohio, master plumber, Toni (TJ) Jenkins has been groomed to behave in a way that is befitting of the respected Jenkins' family name. But after she breaks up with the only man she's ever loved, to protect a secret she holds close to her heart, poor decisions lead her down a path of destruction that risks ruining the reputation of the company her family has worked hard to build.

Cincinnati police officer, Craig Logan, knows Toni is the woman for him. They've been apart for months, but when they run into each other at a party, the passion between them sizzles stronger than ever. She says she can't handle dating a cop, but he senses that something else keeps her from rushing back into his arms. Craig wants her to be his wife, and he'll do whatever it takes to prove no matter what she's hiding, she's still the best woman for the job.",https://www.amazon.com/Still-Best-Woman-Jenkins-Family-ebook/dp/B00FCDZN5C/ref=sr_1_1?dchild=1&keywords=Sharon+C.+Cooper+Still+the+Best+Woman+for+the+Job&qid=1616021558&sr=8-1#,0.706783593,11
195,195,Bittersweet,0,0,0,0,0,0,0.617157638,0,0,0,0,0.021517793,0,0,0,0,0.169288129,0,0.189790487,0,0,0,0,0,0,Christina C. Jones,https://m.media-amazon.com/images/I/41eJXE1g5XL.jpg,2019,"It's looking like Anika might be alone for the holidays... unless the very last person she'd ever want to spend them with can convince her otherwise.
Is it really enemies-to-lovers if the disdain is one-sided?",https://www.amazon.com/Bittersweet-Equilibrium-Book-Christina-Jones-ebook/dp/B082T2RD4K/ref=sr_1_1?dchild=1&keywords=Christina+C.+Jones+Bittersweet&qid=1615953056&s=digital-text&sr=1-1,0.617157638,6
196,196,Deception,0.056429271,0,0,0,0.023670539,0,0,0,0,0,0,0.013072847,0,0,0,0,0.097714692,0,0,0.092440501,0.020792693,0,0.301232517,0.382152379,0,Selena Montgomery,https://m.media-amazon.com/images/I/51tL8Vx9eHL._SY346_.jpg,2009,"Playing the odds has always been Fin Borders' forte. As a professional poker player, she knows when to get out to keep from losing everything. But an innocent woman has been accused of murder, and to help, Fin will have to go back to the small southern town of her birth. It's a place she's been running from her entire life, a place of violence, where she got by with nothing more than her wits. Returning to Hallden, Georgia, means facing the ghosts of a brutal crime that Fin will never forget.

But Fin isn't the only one in Hallden hunting for a killer. FBI Special Agent Caleb Matthews is deep undercover, hiding his true identity and his own desperate history. Working alone is far too dangerous, so he and Fin must learn to trust each other. But as they grow closer, they are unprepared for the shocking deception that could destroy everything they hold dear.",https://www.amazon.com/Deception-Selena-Montgomery-ebook/dp/B0020Q3FHC/ref=sr_1_1?dchild=1&keywords=Selena+Montgomery+Deception&qid=1616029222&sr=8-1,0.382152379,23
197,197,A Most Precious Pearl,0.658142447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073505156,0.119216219,0,0,0.147197127,0,0,0,0,0,Piper Huguley,"https://images-na.ssl-images-amazon.com/images/I/51ShUvfpfVL._SX321_BO1,204,203,200_.jpg",2015,"They're cut from different cloths... but their hearts are a perfect fit. Migrations of the Heart, Book 2 Asa Caldwell returned from the Great War with nothing to show for it-as in nothing below his left knee. Forget about the journalism career he loved. His story is over. Done. Yet he finds the strength to journey to Winslow, Georgia, to get Ruby Bledsoe Morson's sister out of trouble. Before he can bring Mags Bledsoe home, though, a spate of mysterious attacks reawakens his investigative instincts. During the war, Mags did her duty to God and country by stepping into a management role at the textile mill. Now she's been shuffled back to the rank and file-and Asa has her hard-earned job. Not only is the infernal man doing everything wrong, her plan for revenge against the mill owner who lynched her childhood sweetheart is farther out of reach than ever. As they clash over almost everything, Mags begins to set fire to Asa's soul, bright enough to dim the memory of the killing fields of France. Enough to give him a new mission in life-to make her feel the same way. Warning: Contains a wounded warrior who's done with fighting...and one feisty woman who makes him snap to attention.",https://www.amazon.com/Most-Precious-Pearl-Piper-Huguley/dp/1619231468/ref=sr_1_1?dchild=1&keywords=Piper+Huguley+A+most+precious+pearl&qid=1616027993&sr=8-1,0.658142447,0
198,198,Babygirl and the Mean Boss,0,0.017714426,0,0,0,0,0,0.556699097,0,0,0,0.060724773,0,0,0,0,0.065946639,0,0.065721869,0.209462091,0,0,0,0,0,Pepper Pace,https://m.media-amazon.com/images/I/51FypLdGMXL.jpg,2012,"This story novella first appeared in Love Intertwined Vol. 1
Nicole wasn't sure why she had gotten the nick name Baby Girl when she was not-by far-the youngest employee of The Down Home Calabash. Her much younger co-worker complained, gossiped or talked about how attractive their boss was. But Nicole didn't have the luxury of a fantasy existence. She was on a mission to make money and to get her degree and her plans most definitely did not include Marty. Besides he was mean and he yelled at her!

But once she experiences a tragic accident, Nicole sees a different side of her sexy, boss. But each has their own secrets and if they can't express their heartfelt emotions their relationship might be doomed even before it begins.
This short Pepper Pace romance initially appeared on Literotica.com and then more recently in her collection of short stories entitled Love Intertwined vol. 1. This is one of the stories that helped propel Pepper Pace's popularity as a writer of interracial/multicultural romance. Word count 30,300. Adult themes. Mature readers only.",https://www.amazon.com/Babygirl-Mean-Boss-Pepper-Pace-ebook/dp/B008TE3WZ4/ref=sr_1_1?dchild=1&keywords=pepper+pace+baby+girl+and+the+mean+boss&qid=1616026926&sr=8-1,0.556699097,7
