,index,Book,Author,Image,Year,Description,Buy,Topics,Value
1095,309,Just Say the Word,Tiffany Patterson,https://m.media-amazon.com/images/I/51HzVgBAgVL._SY346_.jpg,2019,"Damon
I don't do shy women.
And I don't do women that need rescuing.
Then why am I so drawn to her?
Sandra Robinson. Even her name sounds unsullied. She isn't my type. So, when I found myself thinking about her after the one dance we shared at my best friend's wedding, I was confused. Months later, when she was left stranded, I began rearranging the entirety of my schedule to be her chauffeur, I grew suspicious. Of myself.
I've taken care of my family since the age of thirteen. I've spent over a decade building up my real estate business to become one of the most well known in the city of Williamsport. And I dated women who didn't go speechless at a simple request to dance. That isn't who I am. Then why is this woman with eyes the color of maple syrup, and a ten year old daughter who is her mirror image, causing me to spend my days and nights thinking about her? And why am I so ready to put my own personal demons to the side, just to win her heart? Because, make no mistake, that is what I'm after. I don't intend on losing.
But winning this game will require patience to break down the barriers she's erected around her heart. Once they're down, I don't plan on letting up. Anything or anyone that gets in my way is in trouble. All she has to do is just say the word.",https://www.amazon.com/Just-Say-Word-Tiffany-Patterson-ebook/dp/B07NVYFQG2/ref=sr_1_1?dchild=1&keywords=Tiffany+Patterson+Just+say+the+word&qid=1616031293&sr=8-1,Adult Romance,1
1096,310,The Grunt,Latrivia Nelson,https://m.media-amazon.com/images/I/51TwFz6ryZL._SY346_.jpg,2011,"Staff Sergeant Brett Black has a bad feeling that something is going to go terribly wrong. And as a Recon Marine, he pays attention to his gut. Only nothing can prepare him for what he encounters when he arrives at home from the base. His wife is leaving him, and there is nothing he can do about it.

Abandoned with a kid, the super alpha-male has to become domesticated quickly or find a willing substitute to help him with his son. Only the substitute he finds is no substitution.

Courtney Lawless is a true wild card. The budding librarian loves the classics and carries herself like a lady by day. But she also is full of life and surfs the waves of the Atlantic Ocean by night. Since her parents won't pay for college because of bad decisions in her past, the reformed bad-girl takes a job as Brett's live-in nanny to finish paying for school.

Brett has never seen a woman of such complex duality. Used to a wife who won't clean, cook or even talk to him, when he starts to live with Courtney, he realizes what he's been missing his entire life. Educated, amazing and refreshingly honest, the only thing that that this transparent beauty hides from her new boss is that she's also the Lieutenant Colonel's daughter.

Faced with another deployment to Afghanistan soon, the brooding Marine is forced to come out his shell to fight for what he loves, only this time, the war is at home.

Enjoy the interracial must-read romance of the summer, The Grunt, the third a longest book in Latrivia S. Nelson's Lonely Heart Series and today.",https://www.amazon.com/Grunt-Lonely-Heart-Book-ebook/dp/B005EIO36K/ref=sr_1_1?dchild=1&keywords=Latrivia+Nelson+The+Grunt&qid=1616006147&s=digital-text&sr=1-1,Adult Romance,1
1097,311,Sizzling Desire,Kayla Perrin,"https://images-na.ssl-images-amazon.com/images/I/51Oy+OR1kNL._SX314_BO1,204,203,200_.jpg",2017,"A combustible attraction...

Flirting with a gorgeous stranger at the bar is how Lorraine Mitchell celebrates her longed-for newly single status. One-night stands usually run hot and wild before quickly flaming out, but Lorraine cannot forget her heated encounter with firefighter Hunter Holland. Weeks later, she is beyond surprised to discover that his father--a former patient of hers--has left her a large bequest!

Last time Hunter was in the same room as Lorraine, they were burning up the sheets. Now he's staring at her from across a lawyer's office. At first, guilt and grief convince him that the beautiful nurse took advantage of his long-estranged father. Yet despite mutual mistrust, he knows this kind of chemistry only comes around once in a lifetime. And reviving their spark just might ignite a love that's as deep and true as it is scorching...",https://www.amazon.com/Sizzling-Desire-Love-Kayla-Perrin/dp/0373865201/ref=sr_1_1?dchild=1&keywords=Kayla+Perrin+Sizzling+Desire&qid=1616003821&sr=8-1,Adult Romance,1
1098,312,Single Mama's Got More Drama,Kayla Perrin,https://m.media-amazon.com/images/I/51W8PgtKmAL.jpg,2012,"This single mama's been through hell--her cheating (and still married) fianc is dead, her professional reputation is in tatters, the man she really loves walked out of her life and, worst of all, she's about to lose her fabulous South Beach condo to a conniving bitch. And it ain't over yet.

Which makes Lewis Carter's marriage proposal even worse. Vanessa's ex-boyfriend is offering her a way out--marry him and poof! her financial problems are history. She knows firsthand what a player he is, but Lewis claims those days are over, and that if Vanessa loved him once, she can love him again. All she has to do is say yes.

Marrying Lewis would be the solution to everything--Vanessa could keep her condo, she'd have security for her daughter, and heaven knows the man's hotter than Miami sunshine. But how can she when she's still in love with motivational speaker Chaz Andersen?

Should she follow her head (go with the money, honey!) or her heart (choose Chaz, choose love!)? No matter which man wins, this single mama is about to get even more drama when her daughter's babydaddy shows up, wanting the most important thing of all: her child.",https://www.amazon.com/Single-Mamas-Got-More-Drama-ebook/dp/B008EMXXZA/ref=sr_1_1?dchild=1&keywords=kayla+perrin+single+mama+got+more+drama&qid=1616003744&sr=8-1,Adult Romance,1
1100,314,Dance With Me,Alexis Daria,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503438983l/35832887.jpg,2017,"Natasha Diaz is having a day. She's trying to prove she can make it as a professional dancer, but she's overworked, out of cash, and her roommate has just moved out. When she comes home to find a hole in her ceiling and her bedroom flooded, she's desperate enough to crash with the one guy she can't quit. She accepts his offer with one condition: no sleeping together while she's living with him.

Dimitri Kovalenko has never lived with a woman before. But when Tasha's in need of a place to stay, he suggests she move in without a second thought. He accepts her condition, hoping she won't stick to it. They're good together, both in the ballroom and the bedroom. Since their first dance, she's never been far from his thoughts. Sure, she's a pro and he's one of her show's judges, but they're not currently filming, so no one needs to know.

Living in close quarters shows Dimitri a side of Natasha he's never seen before, and he likes it. A lot. Too bad she's doing everything in her power to keep him at arm's length. When an injury forces Natasha to take it easy or risk her ability to dance, it's his chance to show her that the rules have changed, and she can trust him with her heart.",https://www.goodreads.com/book/show/35832887-dance-with-me?from_search=true&from_srp=true&qid=5KYQ2TS4YU&rank=1,Adult Romance,1
1103,317,Sultry Pleasure,Lindsay Evans,https://m.media-amazon.com/images/I/51X1Hw3pLzL.jpg,2014,"An attraction like no other...

A hot Miami night. A glittering gala. And a gorgeous billionaire who wants to spirit her away. This might be a fantasy for most women, but not Diana Hobbes. She's at the charity event representing the nonprofit adoption agency she's poured her heart and soul into. And despite the hot body, easy charm and luxury ride of playboy Marcus Stanfield, Diana has nothing in common with him.

Marcus is unaccustomed to having women refuse him. So he's surprised by Diana's brush-off--and intrigued. Angelically kind and devilishly sexy, Diana is worth more than a little effort...so an epic seduction campaign begins. Lavish evenings, small touches and grand gestures all say 'I want you.' The desire is mutual, the tension maddening. But which will Diana ultimately choose: holding back... or giving in?",https://www.amazon.com/Sultry-Pleasure-Billionaire-Romance-Harlequin-ebook/dp/B00IWU4ATC/ref=sr_1_1?dchild=1&keywords=Lindsay+Evans+Sultry+Pleasure&qid=1616006896&s=digital-text&sr=1-1,Adult Romance,1
1105,319,Claiming Christmas,Naima Simone,https://m.media-amazon.com/images/I/51APWepzzLL._SY346_.jpg,2015,"Sabotaged Christmas pageant. Check. Number one on the hit list of cheating ex-fianc's mother. Check. Imminent firing from principal, who happens to be the cheating ex-fianc's mother. Double Check.

For elementary school teacher Regan Price, Christmas is a big humbug. Alone, all she has to look forward to this holiday is a drink and an empty apartment. Then Cian St. John comes home. The hot-sex-walking brother of her best friend has returned to Boston with a tantalizing proposition that awakens her every fantasy. Now it appears Regan may have more than a pink slip in her Christmas stocking. All she has to do is reach out and claim it...",https://www.amazon.com/Claiming-Christmas-Naima-Simone-ebook/dp/B018MWT3JQ/ref=sr_1_1?dchild=1&keywords=Naima+Simone+Claiming+Christmas&qid=1616025788&sr=8-1,Adult Romance,1
1110,324,Crystal Clear,Beverly Jenkins,https://m.media-amazon.com/images/I/8187tR5YQaL._AC_UY218_.jpg,2017,"This novella--taking place after A Wish and a Prayer and before Heart of Gold--shares the inside story of fan-favorite, Crystal Chambers Brown's adventures as a runaway.

A safe, stable life should be the everything that teenaged Crystal ever wanted; but though she knows she should count her blessings, part of her wants to scream at all the rules! She loves her new life and family... but she misses her friends and being free.

People say you can never go back home, but Crystal thinks they're wrong, and heads back to Dallas, to see what she left behind. But on the way, Crystal learns some home truths about the real meaning of home. Sometimes a journey backwards moves you forward...",https://www.goodreads.com/book/show/36572071-crystal-clear?from_search=true&from_srp=true&qid=2l8Q3QbvTJ&rank=1,Adult Romance,1
1112,326,Loving the Beast,Naima Simone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333081106l/11653405.jpg,2011,"Gwendolyn Sinclair needs help. And the one person who can give her the aid she urgently requires is exacting a high price.
Desperate to keep the neighborhood community center open, Gwendolyn seeks out Xavier St. James, her childhood friend and the brother of her dead fiance. Xavier's family foundation possesses the funds necessary to keep the center open, but instead he offers a bargain - a devil's bargain: submit her body for his pleasure for seven days, and the building doesn't close its doors.

Left scarred from an accident, Xavier is bitter, resentful, and alone. When Gwendolyn reappears in his life, need and loneliness override conscience, and he proposes an arrangement she can't afford to refuse. With the woman he has always wanted but could never have finally in his bed, he hungers for more. Her heart. But could she come to love a beast?",https://www.goodreads.com/book/show/11653405-loving-the-beast?from_search=true&from_srp=true&qid=VvsCnnH2qz&rank=1,Adult Romance,1
1115,329,Propositioning the Professor,Lindsay Evans,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478096807l/32858623._SY475_.jpg,2016,"Ian is no stranger to passion, or love. He had both with his wife before a devastating car accident tore her from him. These days, he mostly satisfies his sexual appetites in dreams. In these erotic landscapes, a mysterious seductress pulls him over the edge of ecstasy like no one ever had. Not even his beloved wife.

He's content enough with these fantasies until he meets Tamarind Hannah, the mother of one of his students. Tam is older, passionate, and adventurous, leading him deliriously into temptations not even his dream woman ever conceived of. With Tam, Ian indulges in the best sex he's ever had. But, if nothing else, life has taught him that nothing good can last. When the time comes, will he be able to let Tam go?

Warning: This erotic novella contains graphic descriptions of sexual situations, a super hot professor, and a MILF not on the prowl.",https://www.goodreads.com/book/show/32858623-propositioning-the-professor?from_search=true&from_srp=true&qid=UgySFrUljT&rank=1,Adult Romance,1
1116,330,You Had Me at Hola,Alexis Daria,https://m.media-amazon.com/images/I/81zvynGaVvL._AC_UY218_.jpg,2020,"Leading Ladies do not end up on tabloid covers.
 
 After a messy public breakup, soap opera darling Jasmine Lin Rodriguez finds her face splashed across the tabloids. When she returns to her hometown of New York City to film the starring role in a bilingual romantic comedy for the number one streaming service in the country, Jasmine figures her new ""Leading Lady Plan"" should be easy enough to followuntil a casting shake-up pairs her with telenovela hunk Ashton Surez.
 Leading Ladies don't need a man to be happy.
 
 After his last telenovela character was killed off, Ashton is worried his career is dead as well. Joining this new cast as a last-minute addition will give him the chance to show off his acting chops to American audiences and ping the radar of Hollywood casting agents. To make it work, he'll need to generate smoking-hot on-screen chemistry with Jasmine. Easier said than done, especially when a disastrous first impression smothers the embers of whatever sexual heat they might have had.
 
 Leading Ladies do not rebound with their new costars.
 
 With their careers on the line, Jasmine and Ashton agree to rehearse in private. But rehearsal leads to kissing, and kissing leads to a behind-the-scenes romance worthy of a soap opera. While their on-screen performance improves, the media spotlight on Jasmine soon threatens to destroy her new image and expose Ashton's most closely guarded secret.",https://www.amazon.com/You-Had-Me-Hola-Novel-ebook/dp/B07YSLZCQD/ref=sr_1_1?dchild=1&keywords=you+had+me+at+hola&qid=1615948020&s=digital-text&sr=1-1,Adult Romance,1
1122,336,What's Done in Darkness,Kayla Perrin,https://m.media-amazon.com/images/I/51L1CwmcnaL.jpg,2015,"Jealousy is a strong motive. People kill for love every day...

Jade Blackwin feels like she's losing her mind. After burying both her parents-and being left by her boyfriend for her scheming best friend-she totally loses it. At college graduation, she confronts her man, slaps her BFF, then crashes her car. Now everyone thinks she's crazy. Even her sister, who convinces Jade to take a job in beautiful, restful Key West.

At first, Key West is everything Jade could hope for. The lime margaritas are heaven on earth. Her boss at the coffee shop, Katrina, is friendly as can be. And a gorgeous stranger named Brian is just the thing to help Jade forget her ex. But why is a crime writer asking so many questions? Why does Katrina explode into fits of rage? And why is a killer lurking in the shadows, ready to kill again? No one knows what's done in darkness. But Jade knows she's not crazy. She's next...",https://www.amazon.com/Whats-Done-Darkness-Kayla-Perrin-ebook/dp/B00V3CE1K4/ref=sr_1_1?dchild=1&keywords=Kayla+Perrin+What%27s+done+in+darkness&qid=1616003992&sr=8-1,Adult Romance,1
1126,340,Pleasure Under the Sun,Lindsay Evans,https://m.media-amazon.com/images/I/51koUYaRNtL._SY346_.jpg,2014,"Passion is the ultimate seducer

They meet at an invitation-only party in Miami. Desire instantly ignites. Financial advisor Bailey Hughes knows better than to get involved with playboy Seven Carmichael. But the gorgeous, world-renowned sculptor refuses to take no for an answer. And soon Bailey finds herself aboard a private yacht--enjoying days and nights of pleasure beyond her hottest fantasies.

The moment he saw her, Seven was obsessed. From Key West to an intimate Jamaican paradise, he's embarked on a campaign of seduction to make Bailey his. With a passion the wary businesswoman can't resist, he's breaking down all her defenses. What will it take to win what he wants and needs most--Bailey's carefully guarded heart?",https://www.amazon.com/Pleasure-Under-Kimani-Romance-Book-ebook/dp/B00E1UY4NO/ref=sr_1_1?dchild=1&keywords=Lindsay+Evans+Pleasure+under+the+sun&qid=1616006697&s=digital-text&sr=1-1,Adult Romance,1
1128,342,A Perfect Fit,Naima Simone,https://m.media-amazon.com/images/I/5194Axkg0pL.jpg,2018,"It all started with the boys next door...

Devin and Ayden were my best friends. We were practically joined at the hip since age two. When we were kids, we thought we were invincible, inseparable, that nothing or no one could come between us.

But we were wrong.

Everything turned to crap our senior year of high school.

Devin was turning into a clone of his deadbeat lowlife father--fighting, getting wasted, and screwing his way through every girl in town. I'd been hiding a secret crush on him for years. Afraid to tell him how I felt in case I ruined everything. So, I kept quiet and slowly watched him self-destruct with a constant ache in my heart.

Where Devin was all brooding darkness, Ayden was the shining light. Our star quarterback with the bright future whom everyone loved. But something wasn't right. He was so guarded, and he wouldn't let me in.

When Devin publicly shamed me, Ayden took my side, and our awesome-threesome bond was severed. The split was devastating. The heartbreak inevitable.

Ayden and I moved on with our lives, but the pain never lessened, and Devin was never far from our thoughts.

Until it all came to a head in college, and one eventful night changed everything.

Now, I've lost the two people who matter more to me than life itself. Nothing will ever be the same again.",https://www.amazon.com/Inseparable-Siobhan-Davis-ebook/dp/B077YXMQDC/ref=sr_1_2?dchild=1&keywords=Naima+Simone+A+perfect+fit&qid=1616025691&sr=8-2,Adult Romance,1
1129,343,Scoring Off the Field,Naima Simone,https://m.media-amazon.com/images/I/514mepL0z8L._SY346_.jpg,2018,"Tennyson Clark is getting a life. First step: quitting her job as assistant to Dominic Anderson, star quarterback for the Washington Warriors, her best friend... and the man she's been secretly in love with for years. But since the gorgeous, if overprotective playboy has only ever seen her as his BFF, she's finally ready to relinquish her tattered fantasy and move on. Enter steps two and three: new job and new man.

Football is Dominic's life, and with his contract soon up for renewal, all his focus needs to be on the game. But Tennyson--dependable, logical Tennyson--is making that next to impossible with her mysterious new job and her sudden interest in online dating. He doesn't do relationships. But the thought of another man touching her sexier-than-hell curves has him suddenly wanting more from his best friend.

Indulging in hot, dirty, what's-my-name sex with no strings and lots of benefits is simple, uncomplicated... until it's not.",https://www.amazon.com/Scoring-off-Field-WAGS-Book-ebook/dp/B079Y617JS/ref=sr_1_2?dchild=1&keywords=Naima+Simone+Scoring+Off+the+Field&qid=1616026051&sr=8-2,Adult Romance,1
1134,348,Hearts on Hold: A Librarian Romance,Charish Reid,https://m.media-amazon.com/images/I/51hx+hgiQiL.jpg,2020,"Professor Victoria Reese knows an uphill battle when she sees one. Convincing her narrow-minded colleagues at the elite Pembroke University to back a partnership with the local library is a fight she saw coming and already has a plan for. What she didn't see coming? The wildly hot librarian who makes it clear books aren't the only thing he'd like to handle.

When a tightly wound, sexy-as-hell professor proposes a partnership between his library and her university, children's department head John Donovan is all for it. He knows his tattoos and easygoing attitude aren't quite what she expected, but the unmistakable heat between them is difficult to resist.

And then there's the intriguing late fee on her record. For the Duke's Convenience... A late fee and a sexy romance novel? There's more to Dr. Reese than she's letting on.

John might like to tease her about her late fee, but when he teases her in other ways, Victoria is helpless to resist. Mixing business with pleasure--and oh, it is pleasure--always comes with risks, but maybe a little casual fun between the sheets is just what Victoria needs.",https://www.amazon.com/Hearts-Hold-Librarian-Charish-Reid-ebook/dp/B07WN8XQ4C/ref=sr_1_1?dchild=1&keywords=Charish+Reid+Hearts+on+hold&qid=1615946203&s=digital-text&sr=1-1,Adult Romance,1
1135,349,Equivalent Exchange,Christina C. Jones,https://m.media-amazon.com/images/I/41dhV0q-6qL._SY346_.jpg,2019,"Keris Bradford is a woman on the brink.

Of what? She doesn't quite know.

Her life is shifting, rapidly, and the sudden, captivating intrusion of Laken Kimble isn't exactly... reassuring.

For Keris, Laken is comfort and risk wrapped in one very appealing package. For Laken, Keris is barrier and providence all at once. For both, there arises a need to navigate those contrasts to a conclusion neither was looking for... a need to answer a simple question.

If you want this... what are you willing to offer in exchange?",https://www.amazon.com/Equivalent-Exchange-Night-Shift-Christina-ebook/dp/B07YP1GHJT/ref=sr_1_1?dchild=1&keywords=Christina+C.+Jones+Equivalent+exchange&qid=1615953275&s=digital-text&sr=1-1,Adult Romance,1
1138,352,This Is Where I Sleep,Tiffany Patterson,https://m.media-amazon.com/images/I/51cpb3ab8qL.jpg,2016,"For more than a decade, life has been one mission after another for Coral Coleman. This time, Coral is on a mission to find the elusive 'Ghost,' who Coral believes is responsible for trying to kill her two years ago. Unfortunately for them, they missed her, but in the process took out two of Coral's teammates--that, Coral takes personally. She comes one step closer to finding him when a case involving Bennett Industries falls into her lap.

There's just one problem: The current CEO of Bennett Industries is Liam Bennett, the man who was Coral's best friend-turned lover-turned heart breaker when he walked away from her without any explanation and married another woman.

For the last five years, Liam Bennett has been on his own mission--maintaining control of Bennett Industries while plotting to take down the one man who has kept him from the love of his life. When Coral re-enters Liam's world for this case, once-buried feelings emerge, secrets are revealed, but most of all, a connection that cannot be denied resurfaces. Liam resolves to put this case to an end and reclaim the woman he's always wanted. He will have to overcome vindictive family members, betrayal by someone in his inner-circle, and most importantly, have to work to convince the very stubborn Coral that with him is where she belongs.",https://www.amazon.com/This-Where-Sleep-Tiffany-Patterson-ebook/dp/B01GJRQKBK/ref=sr_1_1?dchild=1&keywords=Tiffany+Patterson+this+is+where+I+sleep&qid=1616031622&sr=8-1,Adult Romance,1
1140,354,Because You Are Mine,Lena Hart,https://m.media-amazon.com/images/I/51e7A7Aje8L.jpg,2015,"Broken bonds...
Growing up, Cara Sinclair and Drake Ross shared an undeniable bond... until they found themselves in a fight for their lives. Drake soon learns that betrayal cuts deep, and the connection he and Cara once shared is irrevocably shattered.

Betrayal...
Twelve years later, fate conspires to bring them back together. Drake has been hired as the new Finance Director for a prominent consulting firm--and as Cara's new boss. Yet while they struggle with their reawakened desires and unforgotten passions, Drake is left more uncertain of the past that tore them apart.

An impenetrable love...
But the love that binds them proves impenetrable. And when light is finally shed on the secrets that haunt them, Cara and Drake soon discover that danger still lurks... and betrayal cuts deeper than they could have ever imagined.",https://www.amazon.com/Because-You-Mine-Loved-Book-ebook/dp/B017EG7Q2W/ref=sr_1_1?dchild=1&keywords=Lena+Hart+Because+you+are+mine&qid=1616007291&s=digital-text&sr=1-1,Adult Romance,1
1141,355,If You Want Me,Kayla Perrin,https://m.media-amazon.com/images/I/51IQ09Qs2mL._SY346_.jpg,2009,"Alice Watson's no longer the shy, overweight girl everyone dissed back in high school--everyone, that is, except Marcus Quinn, her one-time best friend who ended up trampling all over her heart. Now, thirteen years later, Alice is tall, stunning, sensational... and a genuine movie star who goes by the name of Desire LaCroix. And passion's flame starts smoking again when she sees that handsome Marcus still has it going on. But is it Alice or her famous Hollywood persona who's got his beautiful brown eyes wide open?

Marcus's own heart has gone through major achin' since back in the day. And the reappearance of Alice/Desire seems to spell bigtime trouble. Still, this proud, sexy sista could make Marcus forget the pain and his promise not to let a fine face and figure turn his head ever again. And even though the lady's got drama--and there's serious danger doggin' her trail--this could be the time for cautious Marcus to commit to a perfect love that he once let get too far away.",https://www.amazon.com/If-You-Want-Kayla-Perrin-ebook/dp/B001NH4AUU/ref=sr_1_1?dchild=1&keywords=Kayla+Perrin+If+you+want+me&qid=1616003265&sr=8-1,Adult Romance,1
1142,356,"Game, Set, Match",Nana Malone,https://m.media-amazon.com/images/I/51KeH0ovVrL._SY346_.jpg,2012,"I am a cautionary tale... The tennis golden boy who trusted the wrong person.


And now my image and my body have taking a beating. On the court, I'm down forty-love. But I'm wiser now. I won't make the same mistake again. All I have to do is convince the woman I loved and left behind to trust me again.
My career and my heart depend on it.
Easier said than done. Good thing I'm up for the challenge. Game on.",https://www.amazon.com/Game-Set-Match-Humorous-Contemporary-ebook/dp/B0090QWA1M/ref=sr_1_2?dchild=1&keywords=Nana+Malone+Game%2C+set%2C+match&qid=1616026327&sr=8-2,Adult Romance,1
1143,357,The Ugly Girlfriend,Latrivia Nelson,https://m.media-amazon.com/images/I/51wWdN6RkpL._SX260_.jpg,2010,"LaToya Jenkins is the quintessential woman: smart, successful, grounded and determined. She only has one problem socially - she's overweight. As the 'big one' of her girlfriends, she often faces rejection from the men of their social circle because of her size and/or her dark skin. And due to a painful past relationship, she gives up on love completely until, she takes on Mitchell 'Mitch' O'Keefe as a new client.

The Irish born architect needs a professional cleaning service to help him literally clean up his life after a nasty divorce, but he winds up finding a true friend in LaToya, the owner of It's An Honor Cleaning Service.

While LaToya is handicapped emotionally by her baggage, Mitch thinks she's the strongest woman he's ever seen and a breath of fresh air in his hectic life. His only goal is to prove to her that his interest in her is more than lust sparked by curiosity.

Read the story of two beautiful people in totally opposite ways who help each other see that beauty is not skin deep but soul deep in the first book of Latrivia S. Nelson's Lonely Heart Series, The Ugly Girlfriend.",https://www.amazon.com/Ugly-Girlfriend-Lonely-Heart-Book-ebook/dp/B004GKMZ80/ref=sr_1_1?dchild=1&keywords=Latrivia+Nelson+The+ugly+girlfriend&qid=1616006201&s=digital-text&sr=1-1,Adult Romance,1
1147,361,Black Butterfly,Tiffany Patterson,https://m.media-amazon.com/images/I/51fmYt5MITL.jpg,2015,"Andre Collins is not looking for love. In fact, love is the last thing on his mind as he continues to run one of the country's most successful financial services firms alongside his brother. Andre is steadfast in the belief that love and marriage just aren't for him. Or are they?

Life for Stacey Coleman hasn't turned out the way she dreamed as a young girl. After a devastating injury ended her ballet career, she is finally finding happiness performing as a burlesque dancer while finishing school to become a social worker. Stacey's not looking for love, but sometimes life has other ideas. When she meets the charismatic Andre Collins, the chemistry between them will not be denied, least of all by Andre. Andre will find that the one woman that is meant for him will challenge all of his previously held notions about love and marriage.

Just as the couple's relationship deepens, an intruder from Andre's world emerges and threatens to tear them apart.",https://www.amazon.com/Black-Butterfly-Book-Burlesque-romance-ebook/dp/B0192UONPG/ref=sr_1_1?dchild=1&keywords=Tiffany+Patterson+Of+the+black+burlesque+series&qid=1616031513&sr=8-1,Adult Romance,1
1148,362,Affair of Pleasure,Lindsay Evans,https://m.media-amazon.com/images/I/51xhDomL9pL._SY346_.jpg,2015,"The one worth waiting for...

Childhood neighbors and friends turned business partners, Nichelle Wright and Wolfe Diallo make a successful management consulting team. Yet Nichelle knows charming ladies' man Wolfe too well to want anything more. Until wooing a lucrative new client requires them to masquerade as husband and wife. And with one heated glance across a Parisian hotel room, 'strictly platonic' explodes in an inferno of long-denied desire.

For years, Wolfe has kept sexy, ambitious Nichelle on a pedestal. Suddenly she's in his bed, and for the first time he's the one wanting more. Playing at man-and-wife is all too satisfying--until a business rival plants seeds of mistrust. Wolfe knows he and Nichelle can never be just friends again. Is this the end, or a smoldering new beginning?",https://www.amazon.com/Affair-Pleasure-Kimani-Hotties-Book-ebook/dp/B00SFQTMKA/ref=sr_1_1?dchild=1&keywords=Lindsay+Evans+Affair+of+pleasure&qid=1616006514&s=digital-text&sr=1-1,Adult Romance,1
1150,364,Wonder,Christina C. Jones,https://m.media-amazon.com/images/I/51OlHqZFW9L.jpg,2019,"It all came down to me.

The one who followed the rules, never went looking for trouble - I kept to myself. I just wanted to take care of my family. To not constantly look over my shoulder, worried about the things that went bump in the night.

I just wanted to survive.

But that wasn't meant to be.

As luck - or fate, or something - would have it, the trouble found me.

I followed a rabbit through the wreckage of a half-ruined world to get back what was mine, and wound up at the end of it.

In Wonderland.

But there's nothing magical about it.",https://www.amazon.com/Wonder-Christina-C-Jones-ebook/dp/B07N1HZ6YR/ref=sr_1_1?dchild=1&keywords=Christina+C.+Jones+Wonder&qid=1615953809&s=digital-text&sr=1-1,Adult Romance,1
1151,365,Sin and Ink,Naima Simone,https://m.media-amazon.com/images/I/515qwI58RZL._SY346_.jpg,2018,"There's sin, and then there's literally going-straight-to-hell sin...

Being in lust with my dead brother's wife pretty much guarantees that one day I'll be the devil's bitch. But Eden Gordon works with me, so it's getting harder and harder to stay away. I promised my family--and him--I would, though.

My days as an MMA champion are behind me. But whenever I see her, with those wicked curves and soft mouth created for dirty deeds, it's a knock-down fight to just maintain my distance. 'Hard Knox' becomes more than just the name of my tattoo shop. However, surrendering to the forbidden might be worth losing everything...",https://www.amazon.com/Sin-Ink-Sweetest-Taboo-Book-ebook/dp/B07HLZB972/ref=sr_1_1?dchild=1&keywords=Naima+Simone+Sin+and+ink&qid=1616026260&sr=8-1,Adult Romance,1
1157,371,Love Notes,Christina C. Jones,https://m.media-amazon.com/images/I/5108V189DGL._SY346_.jpg,2018,"Love that says something, instead of just looking like it.

Love you can always trust to feel like home.

For both of them, it's something that has always been just outside of their peripheral, something to be observed rather than experienced. A depth of feeling reserved for people who were into that, those with a different outlook, those more... deserving.

Until their paths cross.

Lines are crossed.

And maybe the stars are crossed too, because the connection and chemistry are so off the charts that they can't stay away from each other, can't avoid it... even if they think they should.",https://www.amazon.com/Love-Notes-Equilibrium-Book-1-ebook/dp/B079F3V76J/ref=sr_1_1?dchild=1&keywords=Christina+C.+Jones+Love+Notes&qid=1615953621&s=digital-text&sr=1-1,Adult Romance,1
1158,372,Scoring the Player's Baby,Naima Simone,https://m.media-amazon.com/images/I/51jRyUGWtML.jpg,2018,"After a divorce from her cheating football player ex, PR whiz Kim Matlock would rather drive a pine tree through her walled-off heart than work at the Seattle Wedding Expo. And the last thing she expects is to be grabbed and kissed breathless by a hot giant of a man looking to fend off a stalker. She doesn't want emotional entanglements, but she can't say no to one scorching night with the sexy stranger.

To her shock, she finds out afterward that a) he's a pro football player, aka her kryptonite, and b) she's pregnant.

But nothing could have prepared her for his response...",https://www.amazon.com/Scoring-Players-Baby-WAGS-Book-ebook/dp/B07DTDCSMX/ref=sr_1_2?dchild=1&keywords=Naima+Simone+Scoring+Other+Player%27s+Baby&qid=1616026105&sr=8-2,Adult Romance,1
1159,373,On-Air Passion,Lindsay Evans,https://m.media-amazon.com/images/I/511RRKyobnL.jpg,2018,"Game on, Cupid

Basketball star Ahmed Clark's wealth made him a target for money-grabbing groupies. He's since left sports behind to become an Atlanta radio-show host--who is famously cynical about romance. But from the moment gorgeous, upbeat Elle Marshall goes on air to promote her business of creating perfect dates for couples, it's a whole new ball game. And for the first time, he's caught off guard.

Idealistic Elle believes in love, even if she has yet to experience it. She and Ahmed clash and sizzle over the airwaves--even more so when the station arranges a media-friendly Valentine's date for them in response to irrefutable excitement from his audience. Elle's passionate response to Ahmed's touch spurs powerful mutual desire, until past hurt puts him on the defensive. Bringing his heart in play is the riskiest move Ahmed's ever made, but it's the only way to earn a shot at her love...",https://www.amazon.com/Air-Passion-Clarks-Atlanta-ebook/dp/B071RQYKMT/ref=sr_1_1?dchild=1&keywords=Lindsay+Evans+On-air+passion&qid=1616006638&s=digital-text&sr=1-1,Adult Romance,1
