Author,Book,Image,Year,Description,Buy,Book_old,file_number
Beverly Jenkins,Wild Sweet Love,https://m.media-amazon.com/images/I/51zTHSf2N4L._AC_UY218_.jpg,2007,"Teresa July has led a hard life, but now she has a chance to put her train robbing past behind her. Armed with a new job as a cook to one of Philadelphia's elite families, Teresa is determined to start her life anew, and nothing--not even her boss's stuck-up (and far too handsome) son--is going to stand in her way.

Madison Nance is sick of his mother taking in women from the wrong side of the tracks, just to see them turn on her generosity. That's why it's up to him to keep a close eye on Teresa's every move. At least, that's the only logical explanation for why he can't get the young woman out of his mind.

But when a woman from Madison's past threatens Teresa's future, the two reluctant lovers must join forces is they're ever going to have a chance at happiness.",https://www.goodreads.com/book/show/347334.Wild_Sweet_Love?from_search=true&from_srp=true&qid=c2QIZ5RTvJ&rank=1,Wild sweet love,44
Beverly Jenkins,Winds of the Storm,https://m.media-amazon.com/images/I/91HNCbEJejL._AC_UY218_.jpg,2006,"Archer Le Veq owes his life to the woman who rescued him from certain death at the height of the Civil War... a woman known only as the Butterfly. Now, in the dark, waning days of Reconstruction, he needs the courageous and beautiful former spy... in more ways than before!

Zahra Lafayette thinks her days of intrigue are far behind her, until she is asked to go on one more mission. Posing as an infamous madam in New Orleans, Zahra must gather information to ensure the safety of the South's freedmen. The last thing she expected was to see Archer Le Veq again. He is as arrogant as he is handsome, but there is something about this dusky and debonair hotelier that sends her senses singing. Zahra knows she will need to guard her secrets, but no peril awaiting her compares with the treachery of Zahra's own heart--for, Lord help her, she burns to taste the man and to lose herself in his powerful embrace.",https://www.goodreads.com/book/show/1006998.Winds_of_the_Storm?from_search=true&from_srp=true&qid=Cd3X70xVPr&rank=1,Winds of the storm,43
Brenda Jackson,A Brother's Honor,https://m.media-amazon.com/images/I/410vZLCbxpL.jpg,2013,"As the eldest brother, attorney Jace Granger is determined to take responsibility for Granger Aeronautics, his family's failing business. But the years of mismanagement seem impossible to untangle. As CEO, he hires a consultant to turn the company around. Smart, sexy Shana Bradford is the right person for the job--and the right woman to turn Jace's world upside down.

But the passion between them is jeopardized when old secrets begin to emerge. A woman from Jace's past suddenly reappears. And an explosive discovery changes everything Jace thinks he knows about his mother--and his father, who was convicted of her murder.

Jace Granger tried to leave his family history behind once before. But this time he needs to face the past... or risk losing his future.",https://www.amazon.com/Brothers-Honor-Grangers-Book-ebook/dp/B00BED2UXW/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=1615944650&sr=1-2,A brothers honor,142
Brenda Jackson,A Little Dare,https://m.media-amazon.com/images/I/51-d8ZxB3mL.jpg,2003,"When Shelly Brockman walks into his office, Sheriff Dare Westmoreland can’t believe his eyes… or the way his body responds. It’s been over a decade since Shelly walked away, and he’s never stopped regretting that it was all his fault. But things are about to get a lot more complicated, because she’s here to pick up the troublemaking teenager he’s just arrested… a teen who isn’t only her son, but his as well.

When Shelly’s son starts getting into trouble, she knows change is needed. Whisking him away from L.A. and back to her hometown isn’t making him happy… and the gorgeous, all-too-familiar sheriff is in for a rude awakening as well. Despite his fury over her secrets, she knows he’ll help their son, but how can she convince this Westmoreland lawman that she deserves a second chance, too?",https://www.amazon.com/Little-Dare-Westmorelands-Brenda-Jackson-ebook/dp/B01MURLVFM/ref=sr_1_1?dchild=1&keywords=Brenda+Jackson+A+Little+Dare&qid=1615945037&s=digital-text&sr=1-1,A little dare,143
Brenda Jackson,A Lover's Vow,https://m.media-amazon.com/images/I/51SkvtzYduL.jpg,2015,"She's all he's ever wanted. He's everything she'll ever need.

Business mogul Dalton Granger is as passionate as he is gorgeous, but private investigator Jules Bradford won't give him the time of day. She knows all about the youngest Granger brother--a charming bad boy whose only interest is playing the field.

But Dalton is more complicated than that, and he's determined to show Jules that behind all the bravado is the honest heart of a devoted son, brother... and a man whose own life is in peril.

Jules is the only person who can protect Dalton, and they embark on a mission to save his family and his legacy. But when their late nights in the office turn into early mornings in the bedroom, Jules and Dalton soon realize they have more at stake than they ever imagined.",https://www.amazon.com/Lovers-Vow-Grangers-Book-ebook/dp/B00PQIDTTU/ref=sr_1_1?dchild=1&keywords=Brenda+Jackson+A+lovers+vow&qid=1615945087&s=digital-text&sr=1-1,A lovers vow,144
Brenda Jackson,Bane,https://m.media-amazon.com/images/I/514xgrorl2L.jpg,2015,"After five years, navy SEAL Brisbane Westmoreland is back home and ready to reclaim the woman he left behind. He won't let anyone--his family or hers--stand in the way of his mission. But Crystal Newsome's nowhere to be found. When he hires a private investigator to track her to Dallas, Bane's in for a shock.

Crystal Newsome isn't ready to forgive Bane for saying he loved her then vanishing from her life. He can't just expect her to be at his beck and call, picking up where they left off like nothing happened. But no matter how much she hates to admit it, right now the beautiful chemist needs his protection. Her life is under threat after her lab made a revolutionary discovery that could fall into the wrong hands, and Crystal has nowhere else to turn. As Bane settles in to ensure her safety, their irresistible chemistry takes over once again. But can Bane keep Crystal safe and convince her they can have the second chance they both deserve?",https://www.amazon.com/Bane-Westmorelands-Book-Brenda-Jackson-ebook/dp/B00Y2PCK5W/ref=sr_1_2?dchild=1&keywords=Brenda+Jackson+Bane&qid=1615945155&s=digital-text&sr=1-2,Bane,145
Brenda Jackson,Captivated by Love,https://m.media-amazon.com/images/I/51lRyDGLc5L.jpg,2016,"After being locked up for a crime he didn't commit, Sheppard Granger is back to take over the reins as CEO of Granger Aeronautics. On top of that, he intends to totally romance his wife Carson and make up for the time they couldn't share together. When their idyllic marriage is threatened by someone from Carson's past, the Grangers unite and prove that when it comes to protecting those they love, they are more than prepared to meet trouble head on.",https://www.amazon.com/Captivated-Love-Grangers-Book-4-ebook/dp/B01MZX1CUP/ref=sr_1_1?dchild=1&keywords=Brenda+Jackson+Captivated+by+love&qid=1615945211&s=digital-text&sr=1-1,Captivated by love,146
Brenda Jackson,Cole's Red Hot Pursuit,https://m.media-amazon.com/images/I/51rlUxSjYuL.jpg,2008,"And what the former Texas Ranger wanted now was sultry Patrina Forman. But Patrina was set against falling for a man with a no-strings attitude, and there was no way she'd fall into bed with a lawman!

Then a Montana blizzard changed everything. Trapped together for three sinfully delicious nights, Cole soon had Patrina singing a different tune thanks to his brand of red-hot seduction. But what would happen once the thaw arrived?",https://www.amazon.com/Coles-Red-Hot-Pursuit-Westmorelands-Book-ebook/dp/B0013TTK62/ref=sr_1_3?dchild=1&keywords=Brenda+Jackson+Coles+Red+hot+pursuit&qid=1615945266&s=digital-text&sr=1-3,Coles Red hot pursuit,147
Brenda Jackson,Delaney's Desert Sheikh,https://m.media-amazon.com/images/I/51vAcTHNw5L.jpg,2002,"He's game for a month of sun and fun, but this prince must never fall in love...

Delaney Westmoreland is ready for some peace of mind after graduating from medical school. After eight years of nonstop studying, she's more than earned a month at her cousin's secluded, luxurious cabin. Unfortunately, it's already occupied! The good news: the stranger is drop-dead gorgeous. The bad news: all he wants is to put her luggage back in the car so she can leave immediately.

Not going to happen.

Jamal Ari Yassir had just settled into his friend's cabin when spitfire Delaney drove up. When he demands she leave, she simply picks up her luggage and moves into one of the spare bedrooms. Given how absolutely gorgeous she is, avoiding temptation will be sheer hell... and it's not long before he gives in. But when their month together draws to a close, what's a sheikh to do when his short-term fling has become so much more?
",https://www.amazon.com/Delaneys-Desert-Sheikh-Westmorelands-Book-ebook/dp/B01NCYHZR9/ref=sr_1_2?dchild=1&keywords=Brenda+Jackson+Delaneys+desert+sheikh&qid=1615945340&s=digital-text&sr=1-2,Delaneys desert sheikh,148
Brenda Jackson,Forget Me Not,https://m.media-amazon.com/images/I/51AZ131lYoL.jpg,2019,"Brenda Jackson welcomes you back to Catalina Cove, where love is waiting to be reclaimed...

Ashley Ryan never doubted that her husband, Devon, was the love of her life. Even now, three years after Devon died in a car wreck while on a business trip, Ashley can't bring herself to move on. But when her girlfriends surprise her with a getaway to beautiful Catalina Cove, Louisiana, she gets the shock of her life when she encounters a man--bearded, more rugged than before, but unmistakably her Devon.

'Ray Sullivan' moved to this quiet coastal town after waking up in a hospital with amnesia. Haunted by a life he can't remember, he's built walls around his heart and a quiet life running boat tours--a life that includes no recollection of Ashley, a woman he suddenly finds himself irresistibly drawn to.

Doctors warn Ashley of the danger in forcing her husband to remember the past. Though she longs to tell him the truth, she finds herself falling all over again for a man she knows may never truly come back to her. In this place where healing and second chances are just a heartbeat away, can love take root once more?",https://www.amazon.com/Forget-Me-Not-Catalina-Cove-ebook/dp/B07CS4XXZ1/ref=sr_1_2?dchild=1&keywords=Brenda+Jackson+Forget+me+not&qid=1615945424&s=digital-text&sr=1-2,Forget me not ,149
Brenda Jackson,Guilty Pleasure,https://m.media-amazon.com/images/I/51fNzEiB1RL.jpg,2017,"She is his guiltiest pleasure...

Dr. Cohen Carlson knows all about temptation. Twice before, he'd given in when Dee Lewis, his younger sister's best friend, decided to seduce him. But he can't let it happen again. As much as he wants her, he knows he can't give Dee the love she wants, the love she deserves. He went down that road once before, and the pain left a deep scar. He refuses to give love another try. Not even for Dee.

Dee has loved Cohen forever. As far as she's concerned, he's her soulmate. So why is he retreating? Once she finds out his reasons for holding back, she's determined to prove to him that he can trust her with his heart. What's her plan? To drive him so crazy, he'll have no choice but to seduce her! It's sure to work. After all, they say that three time's a charm...",https://www.amazon.com/GUILTY-PLEASURE-STEELE-FAMILY-Book-ebook/dp/B072C6ZSKB/ref=sr_1_1?dchild=1&keywords=Brenda+Jackson+Guilty+pleasure&qid=1615945509&s=digital-text&sr=1-1,Guilty pleasure,150
Brenda Jackson,His Secret Son,https://m.media-amazon.com/images/I/51qnlOwr6OL._SY346_.jpg,2017,"Three nights with a Texan... and one pregnancy surprise! Only from New York Times bestselling author Brenda Jackson!

The Texas rancher and navy SEAL who fathered Bristol Lockett's son died a hero's death...or so she was told. Yet when Laramie 'Coop' Cooper strolls into her exhibit at an art gallery three years later, he's very much alive--and still making her pulse zing. The all-consuming chemistry between them is as undeniable now as it was then, but Bristol won't risk her heart--or their son's. Little does Bristol know he's determined to win over his unexpected family at any cost!",https://www.amazon.com/Secret-Westmoreland-Legacy-Book-2557-ebook/dp/B071Z67CZJ/ref=sr_1_1?dchild=1&keywords=Brenda+Jackson+His+secret+son&qid=1615945565&s=digital-text&sr=1-1,His secret son ,151
Brenda Jackson,Locked in Temptation,https://m.media-amazon.com/images/I/51GBRqrp4TL._SY346_.jpg,2017,"His job is to protect her... no matter the cost

Police detective Joy Ingram's connection to elite security expert Stonewall Courson is instant. Undeniable. Electric. But her commitment to protect and serve has always come first. Everything else is secondary--especially when she uncovers an underground surrogate baby-making ring. Joy can't risk a distraction during the most important case of her career, not even one as sexy as reformed ex-con Stonewall.

There are few things Stonewall values more than a strong woman. But when Joy's investigation draws her into a deadly conspiracy that goes deeper than she ever imagined, he must convince her that he's the best man to protect her. And while he puts his life on the line to save hers, the insatiable attraction between them becomes the one danger neither of them can escape.",https://www.amazon.com/Locked-Temptation-Protectors-Book-3-ebook/dp/B01N2G63MZ/ref=sr_1_1?dchild=1&keywords=Brenda+Jackson+Locked+in+Temptation&qid=1615945679&s=digital-text&sr=1-1,Locked in temptation ,152
Brenda Jackson,Love in Catalina Cove,https://m.media-amazon.com/images/I/51DPu5yuTKL._SY346_.jpg,2018,"In the wake of a devastating teen pregnancy that left her childless and heartbroken, Vashti Alcindor left Catalina Cove, Louisiana, with no plans to return. Now, over a decade later, Vashti reluctantly finds herself back in her hometown after inheriting her aunt's B and B. Her homecoming gets off to a rocky start when the new sheriff, Sawyer Grisham, pulls her over for speeding, and things go downhill from there.

The B and B, a place she'd always found refuge in when it seemed like the whole world was against her, has fallen into disrepair. When a surprising benefactor encourages Vashti to reopen the B and B, Vashti embraces a fresh start, and soon old hurts begin to fade as she makes new memories with the town--and its handsome sheriff...

But some pasts are too big to escape, and when a bombshell of a secret changes everything she thought was true, Vashti is left reeling. With Sawyer and his teenage daughter determined to see her through the storm, though, she's learning family isn't always a matter of blood--sometimes it's a matter of heart.",https://www.amazon.com/Love-Catalina-Cove-Brenda-Jackson-ebook/dp/B078TFZ87H/ref=sr_1_3?dchild=1&keywords=Brenda+Jackson+Love+in+catalina+cove&qid=1615945729&s=digital-text&sr=1-3,Love in catalina cove,153
Brenda Jackson,Riding the Storm,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1177015220l/674573._SY475_.jpg,2006,"Women called him the perfect storm because he could sweet-talk any woman into his bed, and regularly did so. Firefighter Storm Westmoreland used lovemaking the way other men used a long, hot shower-to blow off steam. Until a torrid weekend with a too-hot-to-handle virgin left a certain legendary player craving something other than mere physical gratification.

Caught in the eye of the storm, Jayla Cole was no match for the sexy fire chief or the emotional inferno he ignited inside her. But would she be satisfied with the mind-blowing, sex only relationship she shared with Storm, or was starting a family on her own still what she desired more than anything?",https://www.goodreads.com/book/show/674573.Riding_The_Storm?from_search=true&from_srp=true&qid=6C5046QA66&rank=1,Riding the storm ,154
Brenda Jackson,Sensual Confessions,https://m.media-amazon.com/images/I/413r4y2qY+L._SY346_.jpg,2019,"Blade Madaris has watched the men in his family surrender their single status one by one, and he has no plans to join them. But the gorgeous attorney he meets at his cousin's wedding would make a fine notch on his bedpost. And when circumstances bring them together for six months, Blade formulates a plan to sweep Samari Di Meglio off her feet and into his arms.

Though Blade is the kind of player Sam has spent years avoiding, a no-strings one-night stand is too tempting to resist. But their sizzling night together comes with unforeseen complications. Blade can't walk away from the most passionate woman he's ever met. To break through her resistance, the consummate bachelor will have to bare his soul and confess everything that's in his heart.",https://www.amazon.com/Sensual-Confessions-Madaris-Family-Saga-ebook/dp/B07JGM44TD/ref=sr_1_1?dchild=1&keywords=Brenda+Jackson+Sensual+confessions&qid=1615945923&s=digital-text&sr=1-1,Sensual confessions,155
Brenda Jackson,Slow Burn,https://m.media-amazon.com/images/I/519f+X+8zdL._SY346_.jpg,2010,"ONCE YOU FIND
Everything in attorney Skye Barclay's life is fitting smoothly into place until she makes the startling discovery that she was adopted. Not only does she learn that her birth mother has died, but now Skye finds out that she has a biological brother: Vincent. Skye wants to track him down, and her parents support her. But her fianc, Wayne, refuses to accept her decision... and abruptly ends their engagement.

A LOVE THAT'S TRUE
Skye's search for Vincent leads her to his adoptive parents, Dr. Justin and Lorren Madaris, and, lo and behold, Slade Madaris--Vincent's tall, dark, and sexy cousin. Slade is by far the most compelling man Skye has ever met, but she isn't ready to get involved so soon after Wayne's rejection, not even when Slade offers her a job so she can stay in town and get to know her brother better.

MAKE IT LAST FOREVER
Slade is a shrewd businessman, but hiring Skye is one of the riskiest moves he's ever made. Soon their mutual attraction explodes into a steamy summer affair. When Wayne shows up in town, determined to win Skye back, Slade sets out to prove that he and Skye are meant to be together. Because a Madaris man never walks away from a challenge--especially when true love is on the line.",https://www.amazon.com/Slow-Burn-Madaris-Family-Novels-ebook/dp/B003R0LBRQ/ref=sr_1_1?dchild=1&keywords=Brenda+Jackson+Slow+burn&qid=1615945975&s=digital-text&sr=1-1,Slow burn ,156
